0.129843226,1.918772449
2.392709962,-0.174004838
0.522676845,0.632316003
1.319277264,1.589552084
-0.529458221,-2.060974521
-0.725746411,0.329206859
1.596543841,-0.003050897
0.04300172,1.227158341
0.941271057,0.381593086
2.557082353,1.572082386
-1.158296527,-0.410590846
0.698886202,0.480666913
0.070965253,0.122212089
0.39472296,0.835203433
-0.790885762,0.767618044
0.627027146,2.046223689
0.075399736,0.033037633
-2.456147882,1.33730646
0.667170533,-1.050962918
-0.22169287,0.07319899
-0.822105626,-2.051347708
0.130714538,-0.007991209
0.076917883,-0.74244753
-1.193462955,-0.354699883
-0.843799638,0.706557727
-1.306676677,-0.686256506
-1.27092387,-1.191694947
-0.33736305,-0.244671768
-0.688981322,-1.204130789
1.30547761,1.82804895
-0.359185537,2.997322118
-1.197480533,-0.214077833
2.031414147,-0.094856682
-1.010659527,-0.327966167
0.045967446,-0.451873239
0.184434648,-0.094273361
0.67585645,2.163510737
0.123543462,-0.07582136
-0.714457195,-0.919050734
-0.275652256,0.701712888
0.491510399,-0.03106153
0.067488404,-0.619374783
-0.040269622,-0.357321677
0.531524155,1.139196787
0.773658928,-1.302940335
-0.399997526,-0.178138944
-0.816978498,-0.582443349
-1.569907584,-0.367604416
1.010845836,1.131400971
-0.88494085,1.052511075
-1.728575135,0.091734249
0.617712035,-0.874284155
-0.689268179,1.678733253
-0.089144344,-0.410506015
-1.441751851,-0.651030862
-0.321183022,0.106297451
-1.435448442,-0.478915904
1.958795661,-0.688696272
-0.01431832,1.293949435
-1.109860414,1.349125845
-0.247149431,1.256945465
-0.318501788,-0.613098988
1.077381396,-1.292802831
0.440724866,0.763394352
-2.476208755,-0.217757856
0.293902862,1.992940161
0.267750663,0.55152273
1.146367226,1.393412367
0.426648326,-0.02277911
0.804683637,0.046399253
-0.888282169,-0.05006215
0.906118059,-1.679436519
-0.36666338,-0.47345532
-0.459190602,-0.058433654
1.029995155,0.368440107
0.768329706,-1.415231481
-2.604485979,0.373362059
-0.690317945,-0.914796025
-1.117128853,-0.459031567
0.918050166,-0.315858306
-1.139460723,-0.591434407
0.16725847,-0.664762686
1.2840219,0.682049407
0.496534312,-2.126483326
2.319419995,-2.151209825
0.130715898,-0.994271174
-0.376477389,-1.191157754
-0.791616513,0.334060551
-1.090384038,0.429610397
0.13923034,0.375471593
0.487430708,-0.794152059
1.424314217,0.101892181
0.028437275,-1.827764919
-1.892331741,0.010960202
-1.128273593,-1.530876246
-0.53774673,-0.58912292
-0.112193998,-0.667552254
0.485069416,-1.026826163
-0.131442485,-1.676333166
0.330362169,0.454140351
1.453420853,-0.331822597
-0.106333301,-1.772947873
-1.412195819,-0.054540014
-0.063268147,1.026015257
0.190635133,-0.016922513
1.619021805,0.571783333
-0.068149739,-0.609946678
0.042148775,-1.250814758
-0.837891144,0.616988018
-0.439900206,0.991573197
-1.121628961,0.192252114
0.759329886,0.592196775
-0.447948329,1.323460224
-1.007547423,0.550160794
0.018028023,0.356249961
-2.14986909,-0.578413343
-0.449832229,1.991427637
-0.209520816,-1.633084212
-0.019035497,0.122090136
0.498475272,-0.357205427
0.52109366,0.102153263
-1.465406063,0.978578515
-1.564493456,-0.547835721
0.927944584,-1.941409552
0.791826794,-0.055258183
-0.585814238,-0.702136442
0.170084458,0.582459399
-0.450804998,-0.464977014
1.51611956,0.037749855
-0.505525395,1.155963306
-2.304975647,1.671556171
1.255289891,1.093692
0.780200312,0.577370591
-1.684982997,-0.940737066
0.015887939,-1.061744848
-0.972346236,-0.702600088
-1.078170748,0.058114418
-1.57077112,-1.245430472
0.944964334,2.363560866
-0.501723482,-0.740206767
2.735395156,-0.389735461
